Id,rating
803059,3
803060,3
803061,3
803062,3
803063,3
803064,3
803065,3
803066,3
803067,3
803068,3
803069,3
803070,3
803071,3
803072,3
803073,3
803074,3
803075,3
803076,3
803077,3
803078,3
803079,3
803080,3
803081,3
803082,3
803083,3
803084,3
803085,3
803086,3
803087,3
803088,3
803089,3
803090,3
803091,3
803092,3
803093,3
803094,3
803095,3
803096,3
803097,3
803098,3
803099,3
803100,3
803101,3
803102,3
803103,3
803104,3
803105,3
803106,3
803107,3
803108,3
803109,3
803110,3
803111,3
803112,3
803113,3
803114,3
803115,3
803116,3
803117,3
803118,3
803119,3
803120,3
803121,3
803122,3
803123,3
803124,3
803125,3
803126,3
803127,3
803128,3
803129,3
803130,3
803131,3
803132,3
803133,3
803134,3
803135,3
803136,3
803137,3
803138,3
803139,3
803140,3
803141,3
803142,3
803143,3
803144,3
803145,3
803146,3
803147,3
803148,3
803149,3
803150,3
803151,3
803152,3
803153,3
803154,3
803155,3
803156,3
803157,3
803158,3
803159,3
803160,3
803161,3
803162,3
803163,3
803164,3
803165,3
803166,3
803167,3
803168,3
803169,3
803170,3
803171,3
803172,3
803173,3
803174,4
803175,4
803176,4
803177,4
803178,4
803179,4
803180,4
803181,4
803182,4
803183,4
803184,4
803185,4
803186,4
803187,4
803188,4
803189,4
803190,4
803191,4
803192,4
803193,4
803194,4
803195,4
803196,4
803197,4
803198,4
803199,4
803200,4
803201,4
803202,4
803203,4
803204,4
803205,4
803206,4
803207,4
803208,4
803209,4
803210,4
803211,4
803212,4
803213,4
803214,4
803215,4
803216,4
803217,4
803218,3
803219,3
803220,3
803221,3
803222,3
803223,3
803224,3
803225,3
803226,3
803227,3
803228,3
803229,3
803230,3
803231,3
803232,3
803233,3
803234,3
803235,3
803236,3
803237,3
803238,3
803239,3
803240,3
803241,3
803242,3
803243,3
803244,3
803245,3
803246,3
803247,3
803248,3
803249,3
803250,3
803251,3
803252,3
803253,3
803254,3
803255,3
803256,3
803257,3
803258,3
803259,3
803260,3
803261,3
803262,3
803263,3
803264,3
803265,3
803266,3
803267,3
803268,3
803269,3
803270,3
803271,3
803272,3
803273,3
803274,3
803275,3
803276,3
803277,3
803278,3
803279,3
803280,3
803281,3
803282,3
803283,3
803284,3
803285,3
803286,3
803287,3
803288,3
803289,3
803290,3
803291,3
803292,3
803293,3
803294,3
803295,3
803296,3
803297,3
803298,4
803299,4
803300,4
803301,4
803302,4
803303,4
803304,4
803305,4
803306,4
803307,4
803308,4
803309,4
803310,4
803311,4
803312,4
803313,4
803314,4
803315,4
803316,4
803317,4
803318,4
803319,4
803320,4
803321,4
803322,4
803323,4
803324,4
803325,4
803326,4
803327,4
803328,4
803329,4
803330,4
803331,4
803332,4
803333,4
803334,4
803335,4
803336,4
803337,4
803338,4
803339,4
803340,4
803341,4
803342,4
803343,4
803344,4
803345,4
803346,4
803347,4
803348,4
803349,4
803350,4
803351,4
803352,4
803353,4
803354,4
803355,4
803356,4
803357,4
803358,4
803359,4
803360,4
803361,4
803362,4
803363,4
803364,4
803365,4
803366,4
803367,4
803368,4
803369,4
803370,4
803371,4
803372,4
803373,4
803374,4
803375,4
803376,4
803377,4
803378,4
803379,4
803380,4
803381,4
803382,4
803383,4
803384,4
803385,4
803386,4
803387,4
803388,4
803389,4
803390,4
803391,4
803392,4
803393,4
803394,4
803395,4
803396,4
803397,4
803398,4
803399,4
803400,4
803401,4
803402,4
803403,4
803404,4
803405,4
803406,4
803407,4
803408,4
803409,4
803410,4
803411,4
803412,4
803413,4
803414,4
803415,4
803416,4
803417,4
803418,4
803419,4
803420,4
803421,4
803422,4
803423,4
803424,4
803425,4
803426,4
803427,4
803428,4
803429,4
803430,4
803431,4
803432,4
803433,4
803434,4
803435,4
803436,4
803437,4
803438,4
803439,4
803440,4
803441,4
803442,4
803443,4
803444,4
803445,4
803446,4
803447,4
803448,4
803449,4
803450,4
803451,4
803452,4
803453,4
803454,4
803455,4
803456,4
803457,4
803458,4
803459,4
803460,4
803461,4
803462,4
803463,4
803464,4
803465,4
803466,4
803467,4
803468,4
803469,4
803470,4
803471,4
803472,4
803473,4
803474,4
803475,4
803476,4
803477,4
803478,4
803479,4
803480,4
803481,4
803482,4
803483,4
803484,4
803485,4
803486,4
803487,4
803488,4
803489,4
803490,4
803491,4
803492,4
803493,4
803494,4
803495,4
803496,4
803497,4
803498,4
803499,4
803500,4
803501,4
803502,4
803503,4
803504,4
803505,4
803506,4
803507,4
803508,4
803509,4
803510,4
803511,4
803512,4
803513,4
803514,4
803515,4
803516,4
803517,4
803518,4
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,4
803531,4
803532,4
803533,4
803534,4
803535,4
803536,4
803537,4
803538,4
803539,4
803540,4
803541,4
803542,4
803543,4
803544,4
803545,4
803546,4
803547,4
803548,4
803549,4
803550,4
803551,4
803552,4
803553,4
803554,4
803555,4
803556,4
803557,4
803558,4
803559,4
803560,4
803561,4
803562,4
803563,4
803564,4
803565,4
803566,4
803567,4
803568,4
803569,4
803570,4
803571,4
803572,4
803573,4
803574,4
803575,4
803576,4
803577,4
803578,4
803579,4
803580,4
803581,4
803582,4
803583,4
803584,4
803585,4
803586,4
803587,4
803588,4
803589,4
803590,4
803591,4
803592,4
803593,4
803594,4
803595,4
803596,4
803597,4
803598,4
803599,4
803600,4
803601,4
803602,4
803603,4
803604,4
803605,4
803606,4
803607,4
803608,4
803609,4
803610,4
803611,4
803612,4
803613,4
803614,4
803615,4
803616,4
803617,4
803618,4
803619,4
803620,4
803621,4
803622,4
803623,4
803624,4
803625,4
803626,4
803627,4
803628,4
803629,4
803630,4
803631,4
803632,4
803633,4
803634,4
803635,4
803636,4
803637,4
803638,4
803639,4
803640,4
803641,4
803642,4
803643,4
803644,4
803645,4
803646,4
803647,4
803648,4
803649,4
803650,4
803651,4
803652,4
803653,4
803654,4
803655,3
803656,3
803657,3
803658,3
803659,3
803660,3
803661,3
803662,3
803663,3
803664,3
803665,3
803666,3
803667,3
803668,3
803669,3
803670,3
803671,3
803672,3
803673,3
803674,3
803675,3
803676,3
803677,3
803678,3
803679,4
803680,4
803681,4
803682,4
803683,4
803684,4
803685,4
803686,4
803687,4
803688,4
803689,4
803690,4
803691,4
803692,4
803693,4
803694,4
803695,4
803696,4
803697,4
803698,4
803699,4
803700,4
803701,4
803702,4
803703,4
803704,4
803705,4
803706,4
803707,4
803708,4
803709,4
803710,4
803711,4
803712,4
803713,4
803714,4
803715,4
803716,4
803717,4
803718,4
803719,4
803720,4
803721,4
803722,4
803723,4
803724,4
803725,4
803726,4
803727,4
803728,4
803729,4
803730,4
803731,4
803732,4
803733,4
803734,4
803735,4
803736,4
803737,4
803738,4
803739,4
803740,4
803741,4
803742,4
803743,4
803744,4
803745,4
803746,4
803747,4
803748,4
803749,4
803750,4
803751,4
803752,4
803753,4
803754,4
803755,4
803756,4
803757,4
803758,4
803759,4
803760,4
803761,4
803762,4
803763,4
803764,4
803765,4
803766,4
803767,3
803768,3
803769,3
803770,3
803771,3
803772,3
803773,3
803774,3
803775,3
803776,3
803777,3
803778,3
803779,3
803780,3
803781,3
803782,3
803783,3
803784,3
803785,3
803786,3
803787,3
803788,3
803789,3
803790,3
803791,3
803792,3
803793,3
803794,3
803795,3
803796,3
803797,3
803798,3
803799,3
803800,3
803801,3
803802,3
803803,3
803804,3
803805,3
803806,3
803807,3
803808,3
803809,3
803810,3
803811,3
803812,3
803813,3
803814,3
803815,3
803816,3
803817,3
803818,3
803819,3
803820,3
803821,3
803822,3
803823,3
803824,3
803825,3
803826,5
803827,5
803828,5
803829,5
803830,5
803831,5
803832,5
803833,5
803834,4
803835,4
803836,4
803837,4
803838,3
803839,3
803840,3
803841,3
803842,3
803843,3
803844,3
803845,3
803846,3
803847,3
803848,3
803849,3
803850,3
803851,3
803852,3
803853,3
803854,3
803855,3
803856,3
803857,3
803858,3
803859,3
803860,3
803861,3
803862,3
803863,3
803864,3
803865,3
803866,3
803867,3
803868,3
803869,3
803870,3
803871,3
803872,3
803873,3
803874,3
803875,3
803876,3
803877,3
803878,3
803879,3
803880,3
803881,3
803882,3
803883,3
803884,3
803885,3
803886,3
803887,3
803888,3
803889,3
803890,3
803891,3
803892,3
803893,3
803894,3
803895,3
803896,3
803897,3
803898,3
803899,3
803900,3
803901,3
803902,3
803903,3
803904,3
803905,3
803906,3
803907,3
803908,3
803909,3
803910,3
803911,3
803912,3
803913,3
803914,3
803915,3
803916,3
803917,3
803918,3
803919,3
803920,3
803921,3
803922,3
803923,3
803924,3
803925,3
803926,3
803927,3
803928,3
803929,3
803930,3
803931,3
803932,3
803933,3
803934,3
803935,3
803936,3
803937,3
803938,3
803939,3
803940,3
803941,3
803942,3
803943,3
803944,3
803945,3
803946,3
803947,3
803948,3
803949,3
803950,3
803951,3
803952,3
803953,3
803954,3
803955,3
803956,3
803957,4
803958,4
803959,4
803960,4
803961,4
803962,4
803963,4
803964,4
803965,4
803966,4
803967,4
803968,4
803969,4
803970,4
803971,4
803972,4
803973,4
803974,4
803975,4
803976,4
803977,4
803978,3
803979,3
803980,3
803981,3
803982,3
803983,3
803984,3
803985,3
803986,4
803987,4
803988,4
803989,4
803990,4
803991,4
803992,4
803993,4
803994,4
803995,4
803996,4
803997,4
803998,4
803999,4
804000,4
804001,4
804002,4
804003,4
804004,4
804005,4
804006,4
804007,4
804008,4
804009,4
804010,4
804011,4
804012,4
804013,4
804014,4
804015,4
804016,4
804017,4
804018,4
804019,4
804020,4
804021,4
804022,4
804023,4
804024,4
804025,4
804026,4
804027,4
804028,4
804029,4
804030,4
804031,4
804032,4
804033,4
804034,4
804035,4
804036,4
804037,4
804038,4
804039,4
804040,4
804041,4
804042,4
804043,4
804044,4
804045,4
804046,4
804047,4
804048,4
804049,4
804050,4
804051,4
804052,4
804053,4
804054,4
804055,4
804056,4
804057,4
804058,4
804059,4
804060,4
804061,4
804062,4
804063,4
804064,4
804065,4
804066,4
804067,4
804068,4
804069,4
804070,4
804071,4
804072,4
804073,4
804074,4
804075,4
804076,4
804077,4
804078,4
804079,4
804080,4
804081,4
804082,4
804083,4
804084,4
804085,4
804086,4
804087,4
804088,4
804089,4
804090,4
804091,4
804092,4
804093,4
804094,4
804095,4
804096,4
804097,4
804098,4
804099,4
804100,4
804101,4
804102,4
804103,4
804104,4
804105,4
804106,4
804107,4
804108,4
804109,4
804110,4
804111,4
804112,4
804113,4
804114,4
804115,4
804116,4
804117,4
804118,4
804119,4
804120,4
804121,4
804122,4
804123,4
804124,4
804125,4
804126,4
804127,4
804128,4
804129,4
804130,4
804131,4
804132,4
804133,4
804134,4
804135,4
804136,4
804137,4
804138,4
804139,4
804140,4
804141,4
804142,4
804143,4
804144,4
804145,4
804146,4
804147,4
804148,4
804149,4
804150,4
804151,4
804152,4
804153,4
804154,4
804155,4
804156,4
804157,4
804158,4
804159,4
804160,4
804161,4
804162,4
804163,4
804164,4
804165,4
804166,4
804167,4
804168,4
804169,4
804170,4
804171,3
804172,3
804173,3
804174,3
804175,3
804176,3
804177,3
804178,3
804179,3
804180,3
804181,3
804182,3
804183,4
804184,4
804185,4
804186,4
804187,4
804188,4
804189,4
804190,4
804191,4
804192,4
804193,4
804194,4
804195,4
804196,4
804197,4
804198,4
804199,4
804200,4
804201,4
804202,4
804203,4
804204,4
804205,4
804206,4
804207,4
804208,4
804209,4
804210,4
804211,4
804212,4
804213,4
804214,4
804215,4
804216,4
804217,4
804218,4
804219,4
804220,4
804221,4
804222,4
804223,4
804224,4
804225,4
804226,4
804227,4
804228,4
804229,4
804230,4
804231,4
804232,4
804233,4
804234,4
804235,4
804236,4
804237,4
804238,4
804239,4
804240,4
804241,4
804242,4
804243,4
804244,4
804245,4
804246,4
804247,4
804248,4
804249,4
804250,4
804251,4
804252,4
804253,4
804254,4
804255,4
804256,4
804257,4
804258,4
804259,4
804260,4
804261,4
804262,4
804263,4
804264,4
804265,4
804266,4
804267,4
804268,4
804269,4
804270,3
804271,3
804272,3
804273,3
804274,3
804275,3
804276,3
804277,3
804278,3
804279,3
804280,3
804281,3
804282,3
804283,3
804284,3
804285,3
804286,3
804287,3
804288,3
804289,3
804290,3
804291,3
804292,3
804293,3
804294,3
804295,3
804296,3
804297,3
804298,3
804299,3
804300,3
804301,3
804302,3
804303,3
804304,3
804305,3
804306,3
804307,3
804308,3
804309,3
804310,3
804311,3
804312,4
804313,4
804314,4
804315,4
804316,4
804317,4
804318,4
804319,4
804320,4
804321,4
804322,4
804323,4
804324,4
804325,4
804326,3
804327,3
804328,3
804329,3
804330,3
804331,3
804332,3
804333,4
804334,4
804335,4
804336,4
804337,4
804338,4
804339,4
804340,4
804341,4
804342,4
804343,4
804344,4
804345,4
804346,4
804347,4
804348,4
804349,4
804350,4
804351,4
804352,4
804353,4
804354,4
804355,4
804356,4
804357,4
804358,4
804359,4
804360,4
804361,4
804362,4
804363,4
804364,4
804365,4
804366,4
804367,4
804368,4
804369,4
804370,4
804371,4
804372,4
804373,4
804374,4
804375,4
804376,4
804377,4
804378,4
804379,4
804380,4
804381,4
804382,4
804383,4
804384,4
804385,4
804386,4
804387,4
804388,4
804389,4
804390,4
804391,4
804392,4
804393,4
804394,4
804395,4
804396,4
804397,4
804398,4
804399,4
804400,4
804401,4
804402,4
804403,4
804404,4
804405,4
804406,4
804407,4
804408,4
804409,4
804410,4
804411,4
804412,4
804413,4
804414,4
804415,4
804416,4
804417,4
804418,4
804419,4
804420,4
804421,4
804422,4
804423,4
804424,4
804425,4
804426,4
804427,4
804428,4
804429,4
804430,4
804431,4
804432,3
804433,3
804434,3
804435,3
804436,3
804437,3
804438,3
804439,3
804440,3
804441,3
804442,3
804443,3
804444,3
804445,3
804446,3
804447,3
804448,3
804449,3
804450,3
804451,4
804452,4
804453,4
804454,4
804455,4
804456,4
804457,4
804458,4
804459,4
804460,4
804461,4
804462,4
804463,4
804464,4
804465,4
804466,4
804467,4
804468,4
804469,4
804470,4
804471,4
804472,4
804473,4
804474,4
804475,4
804476,4
804477,4
804478,4
804479,4
804480,4
804481,4
804482,4
804483,4
804484,4
804485,4
804486,4
804487,4
804488,4
804489,4
804490,4
804491,4
804492,4
804493,4
804494,4
804495,4
804496,4
804497,4
804498,4
804499,4
804500,4
804501,4
804502,4
804503,4
804504,4
804505,4
804506,4
804507,4
804508,4
804509,4
804510,4
804511,4
804512,4
804513,4
804514,4
804515,4
804516,4
804517,4
804518,4
804519,4
804520,4
804521,4
804522,4
804523,4
804524,4
804525,4
804526,4
804527,4
804528,4
804529,4
804530,4
804531,4
804532,4
804533,4
804534,4
804535,4
804536,4
804537,4
804538,4
804539,4
804540,4
804541,4
804542,4
804543,4
804544,4
804545,4
804546,4
804547,3
804548,3
804549,3
804550,3
804551,3
804552,3
804553,3
804554,3
804555,3
804556,3
804557,3
804558,3
804559,3
804560,3
804561,3
804562,3
804563,3
804564,3
804565,3
804566,3
804567,3
804568,3
804569,3
804570,3
804571,3
804572,3
804573,3
804574,3
804575,3
804576,3
804577,3
804578,3
804579,3
804580,3
804581,3
804582,3
804583,3
804584,3
804585,3
804586,3
804587,3
804588,3
804589,3
804590,3
804591,3
804592,3
804593,3
804594,3
804595,3
804596,3
804597,3
804598,4
804599,4
804600,4
804601,4
804602,4
804603,4
804604,4
804605,4
804606,4
804607,4
804608,4
804609,4
804610,4
804611,4
804612,4
804613,4
804614,4
804615,4
804616,4
804617,4
804618,4
804619,4
804620,4
804621,4
804622,4
804623,4
804624,4
804625,4
804626,4
804627,4
804628,4
804629,4
804630,4
804631,4
804632,4
804633,4
804634,4
804635,4
804636,4
804637,4
804638,4
804639,4
804640,4
804641,4
804642,4
804643,4
804644,4
804645,4
804646,4
804647,4
804648,4
804649,4
804650,4
804651,4
804652,4
804653,4
804654,4
804655,4
804656,4
804657,4
804658,3
804659,3
804660,3
804661,3
804662,3
804663,3
804664,3
804665,4
804666,4
804667,4
804668,4
804669,4
804670,4
804671,4
804672,4
804673,4
804674,4
804675,4
804676,4
804677,4
804678,4
804679,4
804680,4
804681,4
804682,4
804683,4
804684,4
804685,4
804686,4
804687,4
804688,4
804689,4
804690,4
804691,4
804692,4
804693,4
804694,4
804695,4
804696,4
804697,4
804698,4
804699,4
804700,4
804701,4
804702,4
804703,4
804704,4
804705,4
804706,4
804707,4
804708,4
804709,4
804710,4
804711,4
804712,4
804713,4
804714,4
804715,4
804716,4
804717,4
804718,4
804719,4
804720,4
804721,4
804722,4
804723,4
804724,4
804725,4
804726,4
804727,4
804728,4
804729,4
804730,4
804731,4
804732,4
804733,4
804734,4
804735,4
804736,4
804737,4
804738,4
804739,4
804740,4
804741,4
804742,4
804743,4
804744,4
804745,4
804746,4
804747,4
804748,3
804749,3
804750,3
804751,3
804752,3
804753,3
804754,3
804755,3
804756,3
804757,3
804758,3
804759,3
804760,3
804761,3
804762,3
804763,3
804764,3
804765,3
804766,3
804767,4
804768,4
804769,4
804770,4
804771,4
804772,4
804773,3
804774,3
804775,3
804776,3
804777,3
804778,3
804779,3
804780,4
804781,4
804782,4
804783,4
804784,4
804785,4
804786,4
804787,4
804788,4
804789,3
804790,3
804791,3
804792,3
804793,3
804794,3
804795,3
804796,3
804797,3
804798,3
804799,3
804800,4
804801,4
804802,4
804803,4
804804,4
804805,4
804806,4
804807,4
804808,4
804809,4
804810,4
804811,4
804812,4
804813,3
804814,3
804815,3
804816,3
804817,4
804818,4
804819,4
804820,4
804821,4
804822,4
804823,4
804824,4
804825,4
804826,4
804827,4
804828,4
804829,4
804830,4
804831,4
804832,4
804833,4
804834,4
804835,4
804836,4
804837,4
804838,4
804839,4
804840,4
804841,4
804842,4
804843,4
804844,4
804845,4
804846,4
804847,4
804848,4
804849,4
804850,4
804851,4
804852,4
804853,4
804854,4
804855,4
804856,4
804857,4
804858,4
804859,4
804860,4
804861,4
804862,5
804863,5
804864,5
804865,5
804866,5
804867,5
804868,5
804869,5
804870,3
804871,3
804872,3
804873,3
804874,3
804875,3
804876,3
804877,3
804878,3
804879,3
804880,3
804881,3
804882,3
804883,3
804884,3
804885,3
804886,3
804887,3
804888,3
804889,3
804890,3
804891,3
804892,3
804893,3
804894,3
804895,3
804896,3
804897,3
804898,3
804899,3
804900,3
804901,3
804902,3
804903,3
804904,3
804905,3
804906,3
804907,3
804908,3
804909,3
804910,3
804911,3
804912,3
804913,3
804914,3
804915,3
804916,3
804917,3
804918,3
804919,3
804920,3
804921,3
804922,3
804923,3
804924,3
804925,3
804926,3
804927,3
804928,3
804929,3
804930,3
804931,3
804932,3
804933,3
804934,3
804935,3
804936,3
804937,3
804938,3
804939,3
804940,3
804941,3
804942,3
804943,3
804944,3
804945,3
804946,3
804947,3
804948,3
804949,3
804950,3
804951,3
804952,3
804953,3
804954,3
804955,3
804956,3
804957,3
804958,3
804959,3
804960,3
804961,3
804962,3
804963,3
804964,3
804965,3
804966,3
804967,3
804968,3
804969,3
804970,3
804971,3
804972,3
804973,3
804974,3
804975,3
804976,3
804977,3
804978,3
804979,3
804980,3
804981,3
804982,3
804983,3
804984,3
804985,3
804986,3
804987,3
804988,3
804989,3
804990,3
804991,3
804992,3
804993,3
804994,3
804995,3
804996,3
804997,3
804998,3
804999,3
805000,4
805001,4
805002,4
805003,4
805004,4
805005,4
805006,4
805007,4
805008,4
805009,4
805010,4
805011,4
805012,4
805013,4
805014,4
805015,4
805016,4
805017,4
805018,4
805019,4
805020,4
805021,4
805022,4
805023,4
805024,4
805025,4
805026,4
805027,4
805028,4
805029,4
805030,4
805031,4
805032,4
805033,4
805034,4
805035,4
805036,4
805037,4
805038,4
805039,4
805040,4
805041,4
805042,4
805043,4
805044,4
805045,4
805046,4
805047,4
805048,4
805049,4
805050,4
805051,4
805052,4
805053,4
805054,4
805055,4
805056,4
805057,4
805058,4
805059,4
805060,4
805061,4
805062,4
805063,4
805064,4
805065,4
805066,4
805067,4
805068,4
805069,4
805070,4
805071,4
805072,4
805073,3
805074,3
805075,3
805076,3
805077,3
805078,3
805079,3
805080,3
805081,3
805082,3
805083,3
805084,3
805085,3
805086,3
805087,3
805088,3
805089,3
805090,3
805091,3
805092,3
805093,3
805094,3
805095,3
805096,3
805097,3
805098,3
805099,3
805100,3
805101,3
805102,3
805103,3
805104,3
805105,3
805106,3
805107,3
805108,3
805109,5
805110,5
805111,5
805112,5
805113,5
805114,5
805115,5
805116,5
805117,5
805118,5
805119,5
805120,5
805121,5
805122,5
805123,5
805124,5
805125,5
805126,5
805127,5
805128,5
805129,5
805130,3
805131,3
805132,3
805133,3
805134,3
805135,3
805136,3
805137,3
805138,3
805139,3
805140,3
805141,3
805142,3
805143,3
805144,3
805145,3
805146,3
805147,3
805148,3
805149,3
805150,3
805151,3
805152,3
805153,3
805154,3
805155,3
805156,4
805157,4
805158,4
805159,4
805160,4
805161,4
805162,4
805163,4
805164,4
805165,4
805166,4
805167,4
805168,4
805169,4
805170,4
805171,4
805172,4
805173,4
805174,4
805175,4
805176,4
805177,4
805178,4
805179,3
805180,3
805181,3
805182,3
805183,3
805184,3
805185,3
805186,3
805187,3
805188,4
805189,4
805190,4
805191,4
805192,4
805193,4
805194,4
805195,4
805196,4
805197,4
805198,4
805199,4
805200,4
805201,4
805202,4
805203,4
805204,4
805205,4
805206,4
805207,4
805208,4
805209,4
805210,4
805211,4
805212,4
805213,4
805214,4
805215,4
805216,4
805217,4
805218,4
805219,4
805220,4
805221,4
805222,4
805223,4
805224,4
805225,4
805226,4
805227,4
805228,4
805229,4
805230,4
805231,4
805232,4
805233,3
805234,3
805235,3
805236,3
805237,3
805238,3
805239,3
805240,4
805241,4
805242,4
805243,4
805244,4
805245,4
805246,4
805247,4
805248,4
805249,4
805250,4
805251,4
805252,4
805253,4
805254,4
805255,4
805256,3
805257,3
805258,3
805259,3
805260,3
805261,3
805262,3
805263,3
805264,3
805265,3
805266,3
805267,3
805268,3
805269,3
805270,3
805271,3
805272,4
805273,4
805274,4
805275,4
805276,4
805277,4
805278,4
805279,4
805280,4
805281,4
805282,4
805283,4
805284,4
805285,4
805286,4
805287,4
805288,4
805289,4
805290,4
805291,4
805292,4
805293,4
805294,4
805295,4
805296,4
805297,4
805298,4
805299,4
805300,4
805301,4
805302,3
805303,3
805304,3
805305,3
805306,3
805307,3
805308,3
805309,3
805310,3
805311,3
805312,3
805313,3
805314,3
805315,4
805316,4
805317,4
805318,4
805319,4
805320,4
805321,4
805322,4
805323,4
805324,4
805325,4
805326,4
805327,4
805328,4
805329,4
805330,4
805331,4
805332,4
805333,4
805334,4
805335,4
805336,4
805337,4
805338,4
805339,4
805340,4
805341,4
805342,4
805343,4
805344,4
805345,4
805346,4
805347,4
805348,4
805349,4
